STATION,NAME,DATE,TAVG,TMAX,TMIN
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/20/19,60,66,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/21/19,57,62,54
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/22/19,56,65,48
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/23/19,59,65,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/24/19,59,66,51
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/25/19,59,68,51
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/26/19,59,67,52
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/27/19,60,67,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/28/19,61,66,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/29/19,60,70,52
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/30/19,62,73,50
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",3/31/19,67,81,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/1/19,69,81,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/2/19,63,69,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/3/19,61,67,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/4/19,60,66,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/5/19,60,66,54
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/6/19,61,67,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/7/19,63,74,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/8/19,67,79,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/9/19,66,77,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/10/19,67,74,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/11/19,65,70,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/12/19,64,73,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/13/19,62,72,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/14/19,60,64,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/15/19,56,63,52
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/16/19,59,65,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/17/19,61,72,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/18/19,63,73,54
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/19/19,60,63,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/20/19,58,64,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/21/19,59,66,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/22/19,60,66,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/23/19,62,72,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/24/19,62,72,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/25/19,61,68,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/26/19,60,65,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/27/19,60,65,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/28/19,61,66,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/29/19,61,67,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/30/19,60,66,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/1/19,60,67,54
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/2/19,61,67,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/3/19,62,68,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/4/19,63,68,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/5/19,62,67,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/6/19,61,67,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/7/19,61,66,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/8/19,62,65,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/9/19,61,64,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/10/19,63,71,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/11/19,64,72,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/12/19,65,73,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/13/19,64,68,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/14/19,64,68,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/15/19,62,67,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/16/19,62,68,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/17/19,62,68,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/18/19,62,70,54
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/19/19,58,64,52
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/20/19,60,67,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/21/19,60,66,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/22/19,61,67,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/23/19,60,65,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/24/19,61,68,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/25/19,61,67,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/26/19,60,62,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/27/19,58,66,50
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/28/19,60,67,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/29/19,63,69,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/30/19,62,68,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/31/19,61,67,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/1/19,62,66,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/2/19,62,67,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/3/19,63,69,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/4/19,62,69,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/5/19,64,70,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/6/19,63,69,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/7/19,64,69,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/8/19,65,72,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/9/19,66,72,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/10/19,67,80,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/11/19,68,76,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/12/19,68,72,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/13/19,63,69,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/14/19,64,70,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/15/19,65,72,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/16/19,65,70,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/17/19,64,70,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/18/19,65,71,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/19/19,67,72,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/20/19,66,70,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/21/19,65,70,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/22/19,66,72,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/23/19,66,71,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/24/19,63,69,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/25/19,64,68,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/26/19,64,70,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/27/19,65,72,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/28/19,67,73,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/29/19,68,78,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/30/19,69,78,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/1/19,69,75,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/2/19,69,75,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/3/19,69,75,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/4/19,68,74,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/5/19,67,74,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/6/19,67,72,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/7/19,66,72,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/8/19,68,74,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/9/19,68,75,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/10/19,67,72,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/11/19,68,74,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/12/19,68,75,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/13/19,68,75,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/14/19,67,73,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/15/19,66,72,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/16/19,66,73,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/17/19,68,74,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/18/19,69,73,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/19/19,66,73,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/20/19,68,74,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/21/19,67,72,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/22/19,67,75,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/23/19,70,80,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/24/19,73,83,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/25/19,75,87,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/26/19,74,80,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/27/19,71,79,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/28/19,69,73,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/29/19,67,73,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/30/19,68,74,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/31/19,68,74,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/1/19,67,72,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/2/19,68,75,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/3/19,69,74,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/4/19,68,74,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/5/19,66,71,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/6/19,67,73,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/7/19,67,73,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/8/19,64,69,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/9/19,65,72,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/10/19,66,73,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/11/19,67,74,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/12/19,66,73,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/13/19,66,71,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/14/19,65,74,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/15/19,67,75,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/16/19,68,75,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/17/19,69,76,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/18/19,70,76,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/19/19,70,77,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/20/19,71,78,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/21/19,73,80,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/22/19,73,80,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/23/19,72,83,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/24/19,73,80,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/25/19,73,80,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/26/19,74,85,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/27/19,74,80,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/28/19,74,80,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/29/19,73,80,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/30/19,76,82,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/31/19,74,80,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/1/19,73,78,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/2/19,75,93,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/3/19,75,84,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/4/19,77,86,72
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/5/19,77,87,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/6/19,77,84,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/7/19,76,83,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/8/19,71,78,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/9/19,72,79,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/10/19,72,78,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/11/19,71,78,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/12/19,72,79,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/13/19,73,81,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/14/19,76,85,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/15/19,73,81,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/16/19,71,78,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/17/19,72,79,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/18/19,72,78,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/19/19,71,78,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/20/19,70,77,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/21/19,72,81,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/22/19,74,89,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/23/19,72,79,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/24/19,70,77,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/25/19,73,85,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/26/19,73,78,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/27/19,71,75,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/28/19,69,72,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/29/19,67,73,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",9/30/19,66,73,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/1/19,67,75,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/2/19,66,73,54
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/3/19,64,72,54
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/4/19,64,75,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/5/19,68,77,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/6/19,69,81,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/7/19,69,78,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/8/19,68,75,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/9/19,67,73,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/10/19,68,78,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/11/19,72,90,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/12/19,71,79,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/13/19,67,73,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/14/19,67,72,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/15/19,67,75,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/16/19,70,94,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/17/19,69,77,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/18/19,67,75,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/19/19,67,75,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/20/19,68,83,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/21/19,78,90,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/22/19,78,96,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",10/23/19,75,91,64
